ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	TURCHINID	INFOMAP
4150	Central Amis	One	cecai	c e c a i	676	606 1089 606 997 1076	1493	amis1246	1 7 1 7 7	AXBYZ	CECAI	5	5.C.C 5.E.V 5.C.C 5.A.V 5.I.V	2.0 1.5 1.75 1.3 0.8	0	91	49
4151	Central Amis	One	cːaj	cː a j	676	598 997 570	1493	amis1246	1 7 6	AXN	CAJ	5	5.C.C 5.A.V 5.J.c	2.0 1.5 0.8	0	107	49
4152	Central Amis	One	cecaj	c e c a j	676	606 1089 606 997 570	1493	amis1246	1 7 1 7 6	AXBYN	CECAJ	5	5.C.C 5.E.V 5.C.C 5.A.V 5.J.c	2.0 1.5 1.75 1.3 0.8	0	91	49
4153	Chamorro	One	hacʰijai	h a cʰ i j a i	2585	405 997 604 1076 570 997 1076	1493	cham1312	3 7 1 7 6 7 7	AXBYBYZ	HACIJAI	6	6.H.C 6.A.V 6.C.C 6.I.V 6.J.C 6.A.V 6.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	90	59
4154	Chamorro	One	maisa	m a i s a	2586	241 997 1076 89 997	1493	cham1312	4 7 7 3 7	AXYBZ	MAISA	6	6.M.C 6.A.V 6.I.V 6.S.C 6.A.V	2.0 1.5 1.3 1.75 0.8	0	108	48
4155	Banoni	One	kadaken	k a d a k e n	676	838 997 145 997 838 1089 107	1493	bann1247	1 7 1 7 1 7 4	AXBYBYN	KATAKEN	2	2.K.C 2.A.V 2.T.C 2.A.V 2.K.C 2.E.V 2.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	88	58
4156	Singhi	One	nikan	n i k a n	-676	107 1076 838 997 107	1493	baub1235	4 7 1 7 4	AXBYN	NIKAN	15	15.N.C 15.I.V 15.K.C 15.A.V 15.N.c	2.0 1.5 1.75 1.3 0.8	0	101	53
4157	Banggi	One	isa	i s a	676	1076 89 997	1493	bong1289	7 3 7	XBZ	ISA	1	1.I.V 1.S.C 1.A.V	1.5 1.75 0.8	0	87	48
4341	Thao	One Hundred	mamavaŋatə	m a m a v a ŋ a t ə	1252	241 997 241 997 451 997 801 997 120 1022	1634	thao1240	4 7 4 7 3 7 4 7 1 7	AXBYBYBYBZ	MAMABANATE	17	17.M.C 17.A.V 17.M.C 17.A.V 17.B.C 17.A.V 17.N.C 17.A.V 17.T.C 17.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	117	66
4342	Palauan	One Hundred	dart	d a r t	1399	145 997 153 120	1634	pala1344	1 7 5 1	AXLN	TART	14	14.T.C 14.A.V 14.R.c 14.T.c	2.0 1.5 1.1 0.8	0	115	64
4343	Tunjung	One Hundred	cehatu	c e h a t u	1482	606 1089 405 997 120 868	1634	tunj1244	1 7 3 7 1 7	AXBYBZ	CEHATY	19	19.C.C 19.E.V 19.H.C 19.A.V 19.T.C 19.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	119	61
4344	Iban	One Hundred	seratus	s e r a t u s	804	89 1089 153 997 120 868 89	1634	iban1264	3 7 5 7 1 7 3	AXBYBYN	SERATYS	8	8.S.C 8.E.V 8.R.C 8.A.V 8.T.C 8.Y.V 8.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	114	61
4345	Berawan_Long_Terawan	One Hundred	acih#gitoh	a c i h _ ɡ i t o h	804	997 606 1076 405 1190 831 1076 120 887 405	1634	west2564	7 1 7 3 9 1 7 1 7 3	XBYN_AXBYN	ACIH_KITUH	4	4.A.V 4.C.C 4.I.V 4.H.c 4._._ 4.K.C 4.I.V 4.T.C 4.U.V 4.H.c	1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	111	62
4346	Hanunoo	One Hundred	ʔusa#ka#gatus	ʔ u s a _ k a _ ɡ a t u s	804	409 868 89 997 1190 838 997 1190 831 997 120 868 89	1634	hanu1241	1 7 3 7 9 1 7 9 1 7 1 7 3	AXBZ_AX_AXBYN	HYSA_KA_KATYS	7	7.H.C 7.Y.V 7.S.C 7.A.V 7._._ 7.K.C 7.A.V 7._._ 7.K.C 7.A.V 7.T.C 7.Y.V 7.S.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 1.3 0.8	0	113	63
4347	Tetum	One Hundred	atus#ida	a t u s _ i d a	1932	997 120 868 89 1190 1076 145 997	1634	tetu1246	7 1 7 3 9 7 1 7	XBYN_XBZ	ATYS_ITA	16	16.A.V 16.T.C 16.Y.V 16.S.c 16._._ 16.I.V 16.T.C 16.A.V	1.5 1.75 1.3 0.8 0.0 1.5 1.75 0.8	0	116	65
4348	Tsou	One Hundred	seʔconija	s e ʔ c o n i j a	2226	89 1089 409 606 887 107 1076 570 997	1634	tsou1248	3 7 1 1 7 4 7 6 7	AXMBYBYBZ	SEHCUNIJA	18	18.S.C 18.E.V 18.H.c 18.C.C 18.U.V 18.N.C 18.I.V 18.J.C 18.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	0	118	67
4349	Chamorro	One Hundred	gatos	ɡ a t o s	804	831 997 120 887 89	1634	cham1312	1 7 1 7 3	AXBYN	KATUS	6	6.K.C 6.A.V 6.T.C 6.U.V 6.S.c	2.0 1.5 1.75 1.3 0.8	0	112	61
4350	Chamorro	One Hundred	gatus	ɡ a t u s	804	831 997 120 868 89	1634	cham1312	1 7 1 7 3	AXBYN	KATYS	6	6.K.C 6.A.V 6.T.C 6.Y.V 6.S.c	2.0 1.5 1.75 1.3 0.8	0	112	61
4351	Palauan	One Thousand	ta#el#telael	t a _ e l _ t e l a e l	1400	120 997 1190 1089 554 1190 120 1089 554 997 1089 554	1843	pala1344	1 7 9 7 5 9 1 7 5 7 7 5	AX_XN_AXBYYN	TA_EL_TELAEL	14	14.T.C 14.A.V 14._._ 14.E.V 14.L.c 14._._ 14.T.C 14.E.V 14.L.C 14.A.V 14.E.V 14.L.c	2.0 1.5 0.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.3 0.8	0	125	71
4352	Tunjung	One Thousand	seribuq	s e r i b u q	1483	89 1089 153 1076 257 868 757	1843	tunj1244	3 7 5 7 1 7 1	AXBYBYN	SERIPYK	19	19.S.C 19.E.V 19.R.C 19.I.V 19.P.C 19.Y.V 19.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	124	68
4353	Iban	One Thousand	seribu	s e r i b u	683	89 1089 153 1076 257 868	1843	iban1264	3 7 5 7 1 7	AXBYBZ	SERIPY	8	8.S.C 8.E.V 8.R.C 8.I.V 8.P.C 8.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	124	68
4354	Berawan_Long_Terawan	One Thousand	acih#gikoh	a c i h _ ɡ i k o h	1701	997 606 1076 405 1190 831 1076 838 887 405	1843	west2564	7 1 7 3 9 1 7 1 7 3	XBYN_AXBYN	ACIH_KIKUH	4	4.A.V 4.C.C 4.I.V 4.H.c 4._._ 4.K.C 4.I.V 4.K.C 4.U.V 4.H.c	1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	120	74
4355	Hanunoo	One Thousand	ʔusa#ka#libu	ʔ u s a _ k a _ l i b u	683	409 868 89 997 1190 838 997 1190 554 1076 257 868	1843	hanu1241	1 7 3 7 9 1 7 9 5 7 1 7	AXBZ_AX_AXBZ	HYSA_KA_LIPY	7	7.H.C 7.Y.V 7.S.C 7.A.V 7._._ 7.K.C 7.A.V 7._._ 7.L.C 7.I.V 7.P.C 7.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 0.8	0	123	69
4356	Tetum	One Thousand	rihun	r i h u n	1933	153 1076 405 868 107	1843	tetu1246	5 7 3 7 4	AXBYN	RIHYN	16	16.R.C 16.I.V 16.H.C 16.Y.V 16.N.c	2.0 1.5 1.75 1.3 0.8	0	126	70
4357	Central Amis	One Thousand	cacaj#patek	c a c a j _ p a t e k	2514	606 997 606 997 570 1190 291 997 120 1089 838	1843	amis1246	1 7 1 7 6 9 1 7 1 7 1	AXBYN_AXBYN	CACAJ_PATEK	5	5.C.C 5.A.V 5.C.C 5.A.V 5.J.c 5._._ 5.P.C 5.A.V 5.T.C 5.E.V 5.K.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	121	73
4358	Chamorro	One Thousand	cʰalan	cʰ a l a n	2600	604 997 554 997 107	1843	cham1312	1 7 5 7 4	AXBYN	CALAN	6	6.C.C 6.A.V 6.L.C 6.A.V 6.N.c	2.0 1.5 1.75 1.3 0.8	0	122	72
4258	Merina_Malagasy	Seven	fito	f i t o	784	452 1076 120 887	1704	plat1254	3 7 1 7	AXBZ	BITU	11	11.B.C 11.I.V 11.T.C 11.U.V	2.0 1.5 1.75 0.8	0	129	75
4259	Thao	Seven	piːtuʔ	p iː t u ʔ	784	291 1068 120 868 409	1704	thao1240	1 7 1 7 1	AXBYN	PITYH	17	17.P.C 17.I.V 17.T.C 17.Y.V 17.H.c	2.0 1.5 1.75 1.3 0.8	0	129	75
4260	Thao	Seven	pitu	p i t u	784	291 1076 120 868	1704	thao1240	1 7 1 7	AXBZ	PITY	17	17.P.C 17.I.V 17.T.C 17.Y.V	2.0 1.5 1.75 0.8	0	129	75
4261	Palauan	Seven	klewid	k l e w i d	1393	838 554 1089 462 1076 145	1704	pala1344	1 5 7 6 7 1	ACXBYN	KLEWIT	14	14.K.C 14.L.C 14.E.V 14.W.C 14.I.V 14.T.c	2.0 1.5 1.5 1.75 1.3 0.8	0	135	78
4262	Tunjung	Seven	tucuq	t u c u q	1478	120 868 606 868 757	1704	tunj1244	1 7 1 7 1	AXBYN	TYCYK	19	19.T.C 19.Y.V 19.C.C 19.Y.V 19.K.c	2.0 1.5 1.75 1.3 0.8	0	139	76
4263	Bare'e	Seven	papitu	p a p i t u	784	291 997 291 1076 120 868	1704	pamo1252	1 7 1 7 1 7	AXBYBZ	PAPITY	3	3.P.C 3.A.V 3.P.C 3.I.V 3.T.C 3.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	127	75
4264	Berawan_Long_Terawan	Seven	tusu	t u s u	691	120 868 89 868	1704	west2564	1 7 3 7	AXBZ	TYSY	4	4.T.C 4.Y.V 4.S.C 4.Y.V	2.0 1.5 1.75 0.8	0	128	76
4265	Moken	Seven	lujuːk	l u j uː k	691	554 868 570 860 838	1704	moke1242	5 7 6 7 1	AXBYN	LYJYK	12	12.L.C 12.Y.V 12.J.C 12.Y.V 12.K.c	2.0 1.5 1.75 1.3 0.8	0	133	76
4266	Hanunoo	Seven	pitu	p i t u	784	291 1076 120 868	1704	hanu1241	1 7 1 7	AXBZ	PITY	7	7.P.C 7.I.V 7.T.C 7.Y.V	2.0 1.5 1.75 0.8	0	129	75
4267	Tetum	Seven	hitu	h i t u	784	405 1076 120 868	1704	tetu1246	3 7 1 7	AXBZ	HITY	16	16.H.C 16.I.V 16.T.C 16.Y.V	2.0 1.5 1.75 0.8	0	136	75
4268	Tsou	Seven	pitu	p i t u	784	291 1076 120 868	1704	tsou1248	1 7 1 7	AXBZ	PITY	18	18.P.C 18.I.V 18.T.C 18.Y.V	2.0 1.5 1.75 0.8	0	129	75
4269	Tsou	Seven	pitu	p i t u	784	291 1076 120 868	1704	tsou1248	1 7 1 7	AXBZ	PITY	18	18.P.C 18.I.V 18.T.C 18.Y.V	2.0 1.5 1.75 0.8	1	129	75
4270	Nias	Seven	fitu	f i t u	784	452 1076 120 868	1704	nias1242	3 7 1 7	AXBZ	BITY	13	13.B.C 13.I.V 13.T.C 13.Y.V	2.0 1.5 1.75 0.8	0	129	75
4271	Central Amis	Seven	pitu	p i t u	784	291 1076 120 868	1704	amis1246	1 7 1 7	AXBZ	PITY	5	5.P.C 5.I.V 5.T.C 5.Y.V	2.0 1.5 1.75 0.8	0	129	75
4272	Central Amis	Seven	pito	p i t o	784	291 1076 120 887	1704	amis1246	1 7 1 7	AXBZ	PITU	5	5.P.C 5.I.V 5.T.C 5.U.V	2.0 1.5 1.75 0.8	0	129	75
4273	Chamorro	Seven	fito	f i t o	784	452 1076 120 887	1704	cham1312	3 7 1 7	AXBZ	BITU	6	6.B.C 6.I.V 6.T.C 6.U.V	2.0 1.5 1.75 0.8	0	129	75
4274	Chamorro	Seven	fetguijai	f e t ɡ u i j a i	784	452 1089 120 831 868 1076 570 997 1076	1704	cham1312	3 7 1 1 7 7 6 7 7	AXMBYYBYZ	BETKYIJAI	6	6.B.C 6.E.V 6.T.c 6.K.C 6.Y.V 6.I.V 6.J.C 6.A.V 6.I.V	2.0 1.5 1.1 1.75 1.3 1.3 1.75 1.3 0.8	0	129	77
4240	Merina_Malagasy	Six	enina	e n i n a	172	1089 107 1076 107 997	1703	plat1254	7 4 7 4 7	XBYBZ	ENINA	11	11.E.V 11.N.C 11.I.V 11.N.C 11.A.V	1.5 1.75 1.3 1.75 0.8	0	140	82
4241	Thao	Six	sturu	s t u r u	393	89 120 868 153 868	1703	thao1240	3 1 7 5 7	ACYBZ	STYRY	17	17.S.C 17.T.C 17.Y.V 17.R.C 17.Y.V	2.0 1.5 1.3 1.75 0.8	0	151	80
4242	Thao	Six	katuːruʔ	k a t uː r u ʔ	393	838 997 120 860 153 868 409	1703	thao1240	1 7 1 7 5 7 1	AXBYBYN	KATYRYH	17	17.K.C 17.A.V 17.T.C 17.Y.V 17.R.C 17.Y.V 17.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	155	80
4243	Palauan	Six	klolem	k l o l e m	1392	838 554 887 554 1089 241	1703	pala1344	1 5 7 5 7 4	ACXBYN	KLULEM	14	14.K.C 14.L.C 14.U.V 14.L.C 14.E.V 14.M.c	2.0 1.5 1.5 1.75 1.3 0.8	0	149	79
4244	Tunjung	Six	hagant	h a ɡ a n t	1477	405 997 831 997 107 120	1703	tunj1244	3 7 1 7 4 1	AXBYLN	HAKANT	19	19.H.C 19.A.V 19.K.C 19.A.V 19.N.c 19.T.c	2.0 1.5 1.75 1.3 1.1 0.8	0	153	84
4245	Bare'e	Six	ono	o n o	172	887 107 887	1703	pamo1252	7 4 7	XBZ	UNU	3	3.U.V 3.N.C 3.U.V	1.5 1.75 0.8	0	140	81
4246	Iban	Six	enam	e n a m	172	1089 107 997 241	1703	iban1264	7 4 7 4	XBYN	ENAM	8	8.E.V 8.N.C 8.A.V 8.M.c	1.5 1.75 1.3 0.8	0	140	79
4247	Berawan_Long_Terawan	Six	enum	e n u m	172	1089 107 868 241	1703	west2564	7 4 7 4	XBYN	ENYM	4	4.E.V 4.N.C 4.Y.V 4.M.c	1.5 1.75 1.3 0.8	0	140	79
4248	Moken	Six	nam	n a m	172	107 997 241	1703	moke1242	4 7 4	AXN	NAM	12	12.N.C 12.A.V 12.M.c	2.0 1.5 0.8	0	147	79
4249	Hanunoo	Six	ʔunum	ʔ u n u m	172	409 868 107 868 241	1703	hanu1241	1 7 4 7 4	AXBYN	HYNYM	7	7.H.C 7.Y.V 7.N.C 7.Y.V 7.M.c	2.0 1.5 1.75 1.3 0.8	0	140	79
4250	Tetum	Six	neːn	n eː n	1927	107 1091 107	1703	tetu1246	4 7 4	AXN	NEN	16	16.N.C 16.E.V 16.N.c	2.0 1.5 0.8	0	150	83
4251	Tsou	Six	nomu	n o m u	172	107 887 241 868	1703	tsou1248	4 7 4 7	AXBZ	NUMY	18	18.N.C 18.U.V 18.M.C 18.Y.V	2.0 1.5 1.75 0.8	0	147	79
4252	Tsou	Six	nauma	n a u m a	172	107 997 868 241 997	1703	tsou1248	4 7 7 4 7	AXYBZ	NAYMA	18	18.N.C 18.A.V 18.Y.V 18.M.C 18.A.V	2.0 1.5 1.3 1.75 0.8	0	147	79
4253	Tsou	Six	nomə	n o m ə	172	107 887 241 1022	1703	tsou1248	4 7 4 7	AXBZ	NUME	18	18.N.C 18.U.V 18.M.C 18.E.V	2.0 1.5 1.75 0.8	0	147	79
4254	Nias	Six	õnõ	õ n õ	2333	883 107 883	1703	nias1242	7 4 7	XBZ	UNU	13	13.U.V 13.N.C 13.U.V	1.5 1.75 0.8	0	140	81
4255	Central Amis	Six	qenem	q e n e m	172	757 1089 107 1089 241	1703	amis1246	1 7 4 7 4	AXBYN	KENEM	5	5.K.C 5.E.V 5.N.C 5.E.V 5.M.c	2.0 1.5 1.75 1.3 0.8	0	142	79
4256	Chamorro	Six	gunum	ɡ u n u m	-172	831 868 107 868 241	1703	cham1312	1 7 4 7 4	AXBYN	KYNYM	6	6.K.C 6.Y.V 6.N.C 6.Y.V 6.M.c	2.0 1.5 1.75 1.3 0.8	0	142	79
4257	Chamorro	Six	gonmijai	ɡ o n m i j a i	2591	831 887 107 241 1076 570 997 1076	1703	cham1312	1 7 4 4 7 6 7 7	AXMBYBYZ	KUNMIJAI	6	6.K.C 6.U.V 6.N.c 6.M.C 6.I.V 6.J.C 6.A.V 6.I.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	142	85
4309	Merina_Malagasy	Ten	folo	f o l o	37	452 887 554 887	1515	plat1254	3 7 5 7	AXBZ	BULU	11	11.B.C 11.U.V 11.L.C 11.U.V	2.0 1.5 1.75 0.8	0	157	86
4310	Thao	Ten	maksin	m a k s i n	-8	241 997 838 89 1076 107	1515	thao1240	4 7 1 3 7 4	AXBCYN	MAKSIN	17	17.M.C 17.A.V 17.K.C 17.S.C 17.I.V 17.N.c	2.0 1.5 1.75 1.5 1.3 0.8	0	166	93
4311	Palauan	Ten	truiːcʰ	t r u iː cʰ	1396	120 153 868 1068 604	1515	pala1344	1 5 7 7 1	ACXYN	TRYIC	14	14.T.C 14.R.C 14.Y.V 14.I.V 14.C.c	2.0 1.5 1.5 1.3 0.8	0	164	94
4312	Tunjung	Ten	sawaːkŋ	s a w aː k ŋ	1481	89 997 462 1004 838 801	1515	tunj1244	3 7 6 7 1 4	AXBYBC	SAWAKN	19	19.S.C 19.A.V 19.W.C 19.A.V 19.K.C 19.N.C	2.0 1.5 1.75 1.3 1.75 1.5	0	168	92
4313	Bare'e	Ten	sampuju	s a m p u j u	1553	89 997 241 291 868 570 868	1515	pamo1252	3 7 4 1 7 6 7	AXMBYBZ	SAMPYJY	3	3.S.C 3.A.V 3.M.c 3.P.C 3.Y.V 3.J.C 3.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	156	87
4314	Iban	Ten	sapuloh	s a p u l o h	1628	89 997 291 868 554 887 405	1515	iban1264	3 7 1 7 5 7 3	AXBYBYN	SAPYLUH	8	8.S.C 8.A.V 8.P.C 8.Y.V 8.L.C 8.U.V 8.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	161	87
4315	Berawan_Long_Terawan	Ten	pulo	p u l o	37	291 868 554 887	1515	west2564	1 7 5 7	AXBZ	PYLU	4	4.P.C 4.Y.V 4.L.C 4.U.V	2.0 1.5 1.75 0.8	0	157	86
4316	Moken	Ten	cəpoh	c ə p o h	37	606 1022 291 887 405	1515	moke1242	1 7 1 7 3	AXBYN	CEPUH	12	12.C.C 12.E.V 12.P.C 12.U.V 12.H.c	2.0 1.5 1.75 1.3 0.8	0	163	87
4317	Hanunoo	Ten	sampulu	s a m p u l u	37	89 997 241 291 868 554 868	1515	hanu1241	3 7 4 1 7 5 7	AXMBYBZ	SAMPYLY	7	7.S.C 7.A.V 7.M.c 7.P.C 7.Y.V 7.L.C 7.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	156	87
4318	Tetum	Ten	sanulu	s a n u l u	37	89 997 107 868 554 868	1515	tetu1246	3 7 4 7 5 7	AXBYBZ	SANYLY	16	16.S.C 16.A.V 16.N.C 16.Y.V 16.L.C 16.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	165	87
4319	Tsou	Ten	matl	m a t l	8	241 997 120 554	1515	tsou1248	4 7 1 5	AXBC	MATL	18	18.M.C 18.A.V 18.T.C 18.L.C	2.0 1.5 1.75 1.5	0	167	88
4320	Tsou	Ten	masːok	m a sː o k	8	241 997 72 887 838	1515	tsou1248	4 7 3 7 1	AXBYN	MASUK	18	18.M.C 18.A.V 18.S.C 18.U.V 18.K.c	2.0 1.5 1.75 1.3 0.8	0	170	89
4321	Tsou	Ten	maskə	m a s k ə	8	241 997 89 838 1022	1515	tsou1248	4 7 3 1 7	AXMBZ	MASKE	18	18.M.C 18.A.V 18.S.c 18.K.C 18.E.V	2.0 1.5 1.1 1.75 0.8	0	170	90
4322	Tsou	Ten	maskə	m a s k ə	8	241 997 89 838 1022	1515	tsou1248	4 7 3 1 7	AXMBZ	MASKE	18	18.M.C 18.A.V 18.S.c 18.K.C 18.E.V	2.0 1.5 1.1 1.75 0.8	1	170	90
4323	Tsou	Ten	masːok	m a sː o k	8	241 997 72 887 838	1515	tsou1248	4 7 3 7 1	AXBYN	MASUK	18	18.M.C 18.A.V 18.S.C 18.U.V 18.K.c	2.0 1.5 1.75 1.3 0.8	1	170	89
4324	Tsou	Ten	matl	m a t l	-8	241 997 120 554	1515	tsou1248	4 7 1 5	AXBC	MATL	18	18.M.C 18.A.V 18.T.C 18.L.C	2.0 1.5 1.75 1.5	1	167	88
4325	Central Amis	Ten	polo	p o l o	37	291 887 554 887	1515	amis1246	1 7 5 7	AXBZ	PULU	5	5.P.C 5.U.V 5.L.C 5.U.V	2.0 1.5 1.75 0.8	0	157	86
4326	Chamorro	Ten	fulu	f u l u	2596	452 868 554 868	1515	cham1312	3 7 5 7	AXBZ	BYLY	6	6.B.C 6.Y.V 6.L.C 6.Y.V	2.0 1.5 1.75 0.8	0	157	86
4327	Chamorro	Ten	manutai	m a n u t a i	2597	241 997 107 868 120 997 1076	1515	cham1312	4 7 4 7 1 7 7	AXBYBYZ	MANYTAI	6	6.M.C 6.A.V 6.N.C 6.Y.V 6.T.C 6.A.V 6.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	169	91
4179	Maloh	Three	talu	t a l u	480	120 997 554 868	492	emba1238	1 7 5 7	AXBZ	TALY	10	10.T.C 10.A.V 10.L.C 10.Y.V	2.0 1.5 1.75 0.8	0	171	95
4180	Merina_Malagasy	Three	télo	t e l o	480	120 1089 554 887	492	plat1254	1 7 5 7	AXBZ	TELU	11	11.T.C 11.E.V 11.L.C 11.U.V	2.0 1.5 1.75 0.8	0	171	95
4181	Thao	Three	turu	t u r u	480	120 868 153 868	492	thao1240	1 7 5 7	AXBZ	TYRY	17	17.T.C 17.Y.V 17.R.C 17.Y.V	2.0 1.5 1.75 0.8	0	171	95
4182	Palauan	Three	odéi	o d e i	-480	887 145 1089 1076	492	pala1344	7 1 7 7	XBYZ	UTEI	14	14.U.V 14.T.C 14.E.V 14.I.V	1.5 1.75 1.3 0.8	0	184	98
4183	Tunjung	Three	təlu	t ə l u	480	120 1022 554 868	492	tunj1244	1 7 5 7	AXBZ	TELY	19	19.T.C 19.E.V 19.L.C 19.Y.V	2.0 1.5 1.75 0.8	0	171	95
4184	Bare'e	Three	togo	t o ɡ o	480	120 887 831 887	492	pamo1252	1 7 1 7	AXBZ	TUKU	3	3.T.C 3.U.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	0	173	96
4185	Iban	Three	tiga	t i ɡ a	66	120 1076 831 997	492	iban1264	1 7 1 7	AXBZ	TIKA	8	8.T.C 8.I.V 8.K.C 8.A.V	2.0 1.5 1.75 0.8	0	173	96
4186	Berawan_Long_Terawan	Three	təloh	t ə l o h	480	120 1022 554 887 405	492	west2564	1 7 5 7 3	AXBYN	TELUH	4	4.T.C 4.E.V 4.L.C 4.U.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	171	95
4187	Moken	Three	təloj	t ə l o j	480	120 1022 554 887 570	492	moke1242	1 7 5 7 6	AXBYN	TELUJ	12	12.T.C 12.E.V 12.L.C 12.U.V 12.J.c	2.0 1.5 1.75 1.3 0.8	0	171	95
4188	Hanunoo	Three	tulu	t u l u	480	120 868 554 868	492	hanu1241	1 7 5 7	AXBZ	TYLY	7	7.T.C 7.Y.V 7.L.C 7.Y.V	2.0 1.5 1.75 0.8	0	171	95
4189	Wuna	Three	tolu	t o l u	480	120 887 554 868	492	muna1247	1 7 5 7	AXBZ	TULY	20	20.T.C 20.U.V 20.L.C 20.Y.V	2.0 1.5 1.75 0.8	0	171	95
4190	Tetum	Three	tolːu	t o lː u	480	120 887 545 868	492	tetu1246	1 7 5 7	AXBZ	TULY	16	16.T.C 16.U.V 16.L.C 16.Y.V	2.0 1.5 1.75 0.8	0	171	95
4191	Mailu	Three	aiseri	a i s e r i	2097	997 1076 89 1089 153 1076	492	mail1248	7 7 3 7 5 7	XYBYBZ	AISERI	9	9.A.V 9.I.V 9.S.C 9.E.V 9.R.C 9.I.V	1.5 1.3 1.75 1.3 1.75 0.8	0	179	99
4192	Tsou	Three	tueu	t u e u	480	120 868 1089 868	492	tsou1248	1 7 7 7	AXYZ	TYEY	18	18.T.C 18.Y.V 18.E.V 18.Y.V	2.0 1.5 1.3 0.8	0	188	97
4193	Nias	Three	tõlu	t õ l u	480	120 883 554 868	492	nias1242	1 7 5 7	AXBZ	TULY	13	13.T.C 13.U.V 13.L.C 13.Y.V	2.0 1.5 1.75 0.8	0	171	95
4194	Central Amis	Three	tulu	t u l u	480	120 868 554 868	492	amis1246	1 7 5 7	AXBZ	TYLY	5	5.T.C 5.Y.V 5.L.C 5.Y.V	2.0 1.5 1.75 0.8	0	171	95
4195	Chamorro	Three	tolgijai	t o l ɡ i j a i	480	120 887 554 831 1076 570 997 1076	492	cham1312	1 7 5 1 7 6 7 7	AXMBYBYZ	TULKIJAI	6	6.T.C 6.U.V 6.L.c 6.K.C 6.I.V 6.J.C 6.A.V 6.I.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	171	100
4196	Chamorro	Three	tulo	t u l o	480	120 868 554 887	492	cham1312	1 7 5 7	AXBZ	TYLU	6	6.T.C 6.Y.V 6.L.C 6.U.V	2.0 1.5 1.75 0.8	0	171	95
4197	Banoni	Three	dapisa	d a p i s a	707	145 997 291 1076 89 997	492	bann1247	1 7 1 7 3 7	AXBYBZ	TAPISA	2	2.T.C 2.A.V 2.P.C 2.I.V 2.S.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	172	101
4198	Singhi	Three	tarux	t a r u x	480	120 997 153 868 778	492	baub1235	1 7 5 7 3	AXBYN	TARYG	15	15.T.C 15.A.V 15.R.C 15.Y.V 15.G.c	2.0 1.5 1.75 1.3 0.8	0	171	95
4199	Banggi	Three	taolu	t a o l u	480	120 997 887 554 868	492	bong1289	1 7 7 5 7	AXYBZ	TAULY	1	1.T.C 1.A.V 1.U.V 1.L.C 1.Y.V	2.0 1.5 1.3 1.75 0.8	0	171	95
4328	Palauan	Twenty	luiːcʰ	l u iː cʰ	1397	554 868 1068 604	1710	pala1344	5 7 7 1	AXYN	LYIC	14	14.L.C 14.Y.V 14.I.V 14.C.c	2.0 1.5 1.3 0.8	0	193	105
4329	Bare'e	Twenty	radua#mpuju	r a d u a _ m p u j u	1554	153 997 145 868 997 1190 241 291 868 570 868	1710	pamo1252	5 7 1 7 7 9 4 1 7 6 7	AXBYZ_ACYBZ	RATYA_MPYJY	3	3.R.C 3.A.V 3.T.C 3.Y.V 3.A.V 3._._ 3.M.C 3.P.C 3.Y.V 3.J.C 3.Y.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.3 1.75 0.8	0	189	102
